
                         mean       std    median      5.0%     95.0%     n_eff     r_hat
               A[0]      0.04      0.57      0.06     -0.79      0.98   4346.03      1.00
         alpha_1[0]     -1.47      1.58     -1.28     -4.29      0.81   2670.10      1.00
         alpha_2[0]     -0.17      0.46     -0.18     -0.97      0.55   1841.23      1.00
          beta_1[0]      1.14      0.56      1.09      0.29      1.89    637.40      1.00
          beta_2[0]      2.31      0.77      2.25      1.12      3.61   2255.31      1.00
        eta_high[0]     25.27     14.06     25.43      3.29     47.35   7577.12      1.00
         eta_low[0]     24.71     14.53     24.63      0.09     44.93   9296.13      1.00
         eta_max[0]      4.49      2.67      4.33      0.02      8.45   5974.28      1.00
         eta_min[0]     30.48     11.22     30.60     14.24     49.17   8853.04      1.00
      gamma_high[0]      6.02      1.21      6.01      4.34      7.96   5169.16      1.00
       gamma_low[0]      3.00      0.58      2.99      2.01      3.80   8379.47      1.00
           kappa[0]      0.49      1.31      0.49     -1.59      2.64   5320.10      1.00
         m_break[0]      4.85      2.31      4.20      2.00      8.49   4522.33      1.00
           m_max[0]     69.74     19.08     72.00     40.88     99.98   1616.62      1.00
           m_min[0]      1.10      0.06      1.10      1.00      1.17   7707.17      1.00
       mix_tilt1[0]      0.52      0.28      0.53      0.10      0.99   8987.78      1.00
       mix_tilt2[0]      0.59      0.25      0.61      0.23      1.00   6100.26      1.00
         mu_chi1[0]      0.18      0.12      0.17      0.00      0.35   6792.50      1.00
         mu_chi2[0]      0.09      0.07      0.08      0.00      0.19   4750.77      1.00
        mu_peak1[0]      9.06      0.57      9.16      8.26      9.88   1220.43      1.00
        mu_peak2[0]     28.66      4.24     28.79     21.95     32.71   1269.53      1.00
      mu_peak_NS[0]      1.41      0.30      1.35      1.01      1.87   3796.81      1.00
  peak_constant1[0]    313.69    123.46    329.90    131.98    499.98   3918.19      1.00
  peak_constant2[0]    229.53    112.49    214.05     40.95    407.15   2888.90      1.00
peak_constant_NS[0]    382.28    288.44    317.36      0.04    823.67   5349.99      1.00
        sig_chi1[0]      0.98      0.57      0.97      0.05      1.80   6323.66      1.00
        sig_chi2[0]      0.24      0.06      0.24      0.14      0.34   4846.78      1.00
       sig_peak1[0]      1.63      0.62      1.46      1.00      2.36   1702.01      1.00
       sig_peak2[0]     10.48      6.36      8.81      3.37     16.83    674.44      1.00
     sig_peak_NS[0]      0.65      0.20      0.66      0.38      1.00   4679.07      1.00
       sig_tilt1[0]      1.91      1.14      1.82      0.10      3.56   9430.08      1.00
       sig_tilt2[0]      1.37      0.89      1.09      0.11      2.83   3015.58      1.00

Number of divergences: 0
